Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00000_00000.ppm;35;30;6;5;30;25;2
00000_00001.ppm;35;31;5;5;30;26;2
00000_00002.ppm;35;31;5;5;30;26;2
00000_00003.ppm;37;33;6;6;32;28;2
00000_00004.ppm;37;33;6;6;32;28;2
00000_00005.ppm;37;33;6;6;32;28;2
00000_00006.ppm;37;33;5;5;32;28;2
00000_00007.ppm;37;33;5;5;32;28;2
00000_00008.ppm;39;35;6;5;34;30;2
00000_00009.ppm;40;36;6;5;35;31;2
00000_00010.ppm;44;39;6;5;39;34;2
00000_00011.ppm;43;39;5;5;38;34;2
00000_00012.ppm;43;39;5;5;38;34;2
00000_00013.ppm;45;42;6;5;40;37;2
00000_00014.ppm;48;42;6;5;43;37;2
00000_00015.ppm;48;42;5;5;43;37;2
00000_00016.ppm;51;45;6;6;46;40;2
00000_00017.ppm;53;46;6;5;48;41;2
00000_00018.ppm;54;48;6;6;49;43;2
00000_00019.ppm;56;52;5;6;51;47;2
00000_00020.ppm;58;53;5;5;53;48;2
00000_00021.ppm;56;55;5;5;51;50;2
00000_00022.ppm;58;58;5;6;53;53;2
00000_00023.ppm;64;63;5;6;59;58;2
00000_00024.ppm;72;71;6;7;66;65;2
00000_00025.ppm;75;74;6;7;69;68;2
00000_00026.ppm;83;82;7;8;76;75;2
00000_00027.ppm;88;86;7;7;81;79;2
00000_00028.ppm;100;97;9;8;92;89;2
00000_00029.ppm;107;105;10;10;98;96;2
00001_00000.ppm;27;27;6;6;21;21;2
00001_00001.ppm;27;27;6;6;22;22;2
00001_00002.ppm;28;28;6;6;23;23;2
00001_00003.ppm;27;28;6;5;22;23;2
00001_00004.ppm;27;29;5;6;21;24;2
00001_00005.ppm;29;29;6;6;23;24;2
00001_00006.ppm;28;30;5;6;23;25;2
00001_00007.ppm;30;30;6;6;25;25;2
00001_00008.ppm;31;30;6;5;26;25;2
00001_00009.ppm;32;31;6;5;26;26;2
00001_00010.ppm;33;33;6;6;27;28;2
00001_00011.ppm;33;34;5;6;28;29;2
00001_00012.ppm;36;36;6;5;30;30;2
00001_00013.ppm;37;37;6;5;32;32;2
00001_00014.ppm;38;38;6;5;33;33;2
00001_00015.ppm;38;38;5;5;33;33;2
00001_00016.ppm;41;40;6;5;36;35;2
00001_00017.ppm;43;43;6;6;37;37;2
00001_00018.ppm;45;45;6;6;39;40;2
00001_00019.ppm;46;49;6;6;41;43;2
00001_00020.ppm;48;49;6;5;43;44;2
00001_00021.ppm;50;51;5;5;44;46;2
00001_00022.ppm;54;57;5;6;49;52;2
00001_00023.ppm;62;62;6;6;56;57;2
