Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00000_00000.ppm;34;33;6;5;29;28;22
00000_00001.ppm;35;35;6;6;30;30;22
00000_00002.ppm;35;35;5;6;29;30;22
00000_00003.ppm;36;36;5;5;31;31;22
00000_00004.ppm;37;38;5;6;32;33;22
00000_00005.ppm;37;38;5;6;32;33;22
00000_00006.ppm;39;38;6;5;33;32;22
00000_00007.ppm;40;38;6;5;35;33;22
00000_00008.ppm;41;40;6;6;36;35;22
00000_00009.ppm;40;39;5;5;35;34;22
00000_00010.ppm;43;41;6;6;38;36;22
00000_00011.ppm;46;43;6;5;41;38;22
00000_00012.ppm;48;45;6;5;43;39;22
00000_00013.ppm;48;47;5;6;43;41;22
00000_00014.ppm;51;47;6;6;46;42;22
00000_00015.ppm;52;49;5;6;47;43;22
00000_00016.ppm;55;49;6;5;49;43;22
00000_00017.ppm;55;51;5;6;50;46;22
00000_00018.ppm;57;53;5;6;52;48;22
00000_00019.ppm;60;55;6;6;55;50;22
00000_00020.ppm;68;58;7;5;62;53;22
00000_00021.ppm;70;62;6;5;64;56;22
00000_00022.ppm;75;65;7;5;69;59;22
00000_00023.ppm;80;71;7;7;73;65;22
00000_00024.ppm;87;76;7;6;80;70;22
00000_00025.ppm;93;82;8;7;85;75;22
00000_00026.ppm;100;91;8;8;92;83;22
00000_00027.ppm;108;97;9;8;99;89;22
00000_00028.ppm;129;116;11;11;118;106;22
00000_00029.ppm;140;125;13;11;128;115;22
00001_00000.ppm;32;27;6;5;27;22;22
00001_00001.ppm;32;29;6;5;27;23;22
00001_00002.ppm;32;28;6;5;27;23;22
00001_00003.ppm;31;30;5;6;26;25;22
00001_00004.ppm;33;30;6;5;28;25;22
00001_00005.ppm;32;30;5;5;27;25;22
00001_00006.ppm;33;31;5;5;28;26;22
00001_00007.ppm;35;32;6;6;30;27;22
00001_00008.ppm;37;31;6;5;31;26;22
00001_00009.ppm;37;33;5;5;32;28;22
00001_00010.ppm;39;36;5;6;33;30;22
00001_00011.ppm;39;36;5;5;34;30;22
00001_00012.ppm;40;37;5;6;35;32;22
00001_00013.ppm;40;37;6;6;35;32;22
00001_00014.ppm;39;38;5;6;34;33;22
00001_00015.ppm;41;38;5;6;35;33;22
00001_00016.ppm;45;41;6;6;40;35;22
00001_00017.ppm;46;41;5;5;41;36;22
00001_00018.ppm;46;42;5;6;41;37;22
00001_00019.ppm;50;44;6;6;45;39;22
00001_00020.ppm;53;44;5;5;48;39;22
00001_00021.ppm;53;45;6;5;48;40;22
00001_00022.ppm;54;49;5;6;49;44;22
00001_00023.ppm;58;51;6;5;52;46;22
00001_00024.ppm;59;54;5;6;53;49;22
00001_00025.ppm;62;56;5;5;57;51;22
00001_00026.ppm;64;58;5;5;58;53;22
00001_00027.ppm;72;64;7;6;66;59;22
00001_00028.ppm;76;73;6;7;70;67;22
00001_00029.ppm;85;81;8;8;78;74;22
00002_00000.ppm;32;30;6;6;27;25;22
00002_00001.ppm;34;29;6;5;29;24;22
00002_00002.ppm;35;32;5;5;30;27;22
00002_00003.ppm;33;32;5;6;28;27;22
00002_00004.ppm;34;34;5;6;29;29;22
00002_00005.ppm;37;36;6;6;32;31;22
00002_00006.ppm;37;34;6;5;32;29;22
00002_00007.ppm;39;37;6;5;34;32;22
00002_00008.ppm;38;37;5;5;33;32;22
00002_00009.ppm;40;39;6;6;35;34;22
00002_00010.ppm;41;39;6;5;36;34;22
00002_00011.ppm;43;42;6;5;38;37;22
00002_00012.ppm;44;43;5;6;39;38;22
00002_00013.ppm;47;45;6;5;42;40;22
00002_00014.ppm;48;47;6;6;43;42;22
00002_00015.ppm;50;47;6;5;45;42;22
00002_00016.ppm;52;50;5;5;47;45;22
00002_00017.ppm;54;52;5;5;49;47;22
00002_00018.ppm;57;54;5;5;52;49;22
00002_00019.ppm;61;57;6;5;56;52;22
00002_00020.ppm;65;61;6;5;60;56;22
00002_00021.ppm;68;63;6;5;62;58;22
00002_00022.ppm;73;70;7;6;67;64;22
00002_00023.ppm;75;76;6;7;69;70;22
00002_00024.ppm;83;82;8;7;76;75;22
00002_00025.ppm;88;87;8;7;81;80;22
00002_00026.ppm;96;96;8;8;88;88;22
00002_00027.ppm;111;110;10;9;102;101;22
00002_00028.ppm;119;122;10;10;109;112;22
00002_00029.ppm;134;139;12;12;123;127;22
00003_00000.ppm;40;36;6;5;35;31;22
00003_00001.ppm;39;37;6;6;34;32;22
00003_00002.ppm;39;36;5;5;34;31;22
00003_00003.ppm;41;38;5;6;36;33;22
00003_00004.ppm;42;39;6;6;37;34;22
00003_00005.ppm;42;39;5;5;37;34;22
00003_00006.ppm;43;40;6;6;38;35;22
00003_00007.ppm;44;40;6;6;39;35;22
00003_00008.ppm;46;42;5;6;41;37;22
00003_00009.ppm;46;41;5;5;41;36;22
00003_00010.ppm;47;42;6;5;42;37;22
00003_00011.ppm;49;43;6;5;44;38;22
00003_00012.ppm;48;45;5;6;43;40;22
00003_00013.ppm;50;46;6;6;45;41;22
00003_00014.ppm;52;47;6;6;47;42;22
00003_00015.ppm;53;47;6;5;48;42;22
00003_00016.ppm;54;50;5;6;49;45;22
00003_00017.ppm;56;50;6;5;51;45;22
00003_00018.ppm;57;53;5;6;52;48;22
00003_00019.ppm;59;54;5;5;54;49;22
00003_00020.ppm;63;57;6;6;58;52;22
00003_00021.ppm;67;59;6;6;61;54;22
00003_00022.ppm;68;60;6;6;62;55;22
00003_00023.ppm;73;63;7;6;67;58;22
00003_00024.ppm;75;67;6;6;69;61;22
00003_00025.ppm;80;68;8;6;73;62;22
00003_00026.ppm;82;72;7;7;75;66;22
00003_00027.ppm;87;74;8;6;80;68;22
00003_00028.ppm;97;84;8;7;89;77;22
00003_00029.ppm;104;89;10;8;95;82;22
00004_00000.ppm;28;26;5;6;23;21;22
