Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00000_00000.ppm;27;26;5;5;22;20;20
00000_00001.ppm;28;27;5;6;23;22;20
00000_00002.ppm;29;26;6;5;24;21;20
00000_00003.ppm;28;27;5;6;23;22;20
00000_00004.ppm;28;26;5;5;23;21;20
00000_00005.ppm;31;27;6;5;26;22;20
00000_00006.ppm;31;28;6;6;26;23;20
00000_00007.ppm;31;28;6;6;26;23;20
00000_00008.ppm;31;29;5;6;26;24;20
00000_00009.ppm;34;32;6;6;29;26;20
00000_00010.ppm;36;33;5;6;31;28;20
00000_00011.ppm;37;34;5;6;32;29;20
00000_00012.ppm;38;34;5;6;32;29;20
00000_00013.ppm;40;34;6;6;34;29;20
00000_00014.ppm;39;34;5;5;34;29;20
00000_00015.ppm;42;36;6;5;37;31;20
00000_00016.ppm;45;39;6;5;40;34;20
00000_00017.ppm;47;42;5;5;41;36;20
00000_00018.ppm;50;45;5;5;45;40;20
00000_00019.ppm;55;49;6;5;49;43;20
00000_00020.ppm;56;51;6;6;51;46;20
00000_00021.ppm;59;54;5;5;54;49;20
00000_00022.ppm;64;57;6;5;59;52;20
00000_00023.ppm;70;61;6;5;64;56;20
00000_00024.ppm;76;69;6;6;70;63;20
00000_00025.ppm;86;75;8;6;79;69;20
00000_00026.ppm;97;87;8;7;89;80;20
00000_00027.ppm;111;100;9;8;102;92;20
00000_00028.ppm;131;119;12;11;120;109;20
00000_00029.ppm;166;152;15;14;152;139;20
00001_00000.ppm;29;31;5;6;24;26;20
00001_00001.ppm;31;30;6;5;25;25;20
00001_00002.ppm;31;31;5;6;26;26;20
00001_00003.ppm;33;31;6;5;28;25;20
00001_00004.ppm;34;32;5;6;29;27;20
00001_00005.ppm;36;33;6;6;30;27;20
00001_00006.ppm;37;34;6;6;32;29;20
00001_00007.ppm;37;34;5;5;31;28;20
00001_00008.ppm;38;36;5;6;33;31;20
00001_00009.ppm;38;35;5;5;33;30;20
00001_00010.ppm;40;37;5;6;35;32;20
00001_00011.ppm;41;37;5;5;36;31;20
