Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00000_00000.ppm;30;29;6;6;25;24;26
00000_00001.ppm;30;29;5;5;25;24;26
00000_00002.ppm;30;31;5;6;25;25;26
00000_00003.ppm;32;31;6;5;27;26;26
00000_00004.ppm;32;32;6;6;27;27;26
00000_00005.ppm;32;33;6;6;27;27;26
00000_00006.ppm;33;32;6;5;28;27;26
00000_00007.ppm;34;34;6;6;29;29;26
00000_00008.ppm;34;35;5;5;29;29;26
00000_00009.ppm;36;37;5;6;31;32;26
00000_00010.ppm;37;36;6;5;32;31;26
00000_00011.ppm;38;38;6;6;33;33;26
00000_00012.ppm;39;40;6;6;34;35;26
00000_00013.ppm;40;40;6;5;35;35;26
00000_00014.ppm;40;43;5;6;35;38;26
00000_00015.ppm;44;46;6;6;39;41;26
00000_00016.ppm;45;47;5;5;40;42;26
00000_00017.ppm;51;50;6;6;46;45;26
00000_00018.ppm;55;52;6;5;50;46;26
00000_00019.ppm;58;56;5;6;52;50;26
00000_00020.ppm;60;58;5;6;55;53;26
00000_00021.ppm;65;61;6;6;60;56;26
00000_00022.ppm;73;64;7;5;67;59;26
00000_00023.ppm;77;71;7;7;71;65;26
00000_00024.ppm;87;79;8;7;80;72;26
00000_00025.ppm;96;88;9;7;88;80;26
00000_00026.ppm;106;99;9;9;97;91;26
00000_00027.ppm;132;121;11;10;121;111;26
00000_00028.ppm;166;151;15;13;151;138;26
00000_00029.ppm;208;191;18;17;191;175;26
00001_00000.ppm;41;38;6;5;36;33;26
00001_00001.ppm;40;38;6;5;35;33;26
00001_00002.ppm;41;39;6;6;36;34;26
00001_00003.ppm;42;40;6;6;37;35;26
00001_00004.ppm;42;39;6;5;37;34;26
00001_00005.ppm;41;40;5;5;36;35;26
00001_00006.ppm;43;40;5;5;38;35;26
00001_00007.ppm;44;41;5;5;39;36;26
00001_00008.ppm;47;44;6;5;41;38;26
00001_00009.ppm;46;45;5;6;41;40;26
00001_00010.ppm;47;47;5;6;42;41;26
00001_00011.ppm;49;46;5;5;43;41;26
00001_00012.ppm;49;48;5;6;44;43;26
00001_00013.ppm;51;48;6;5;45;42;26
00001_00014.ppm;52;49;6;5;47;44;26
00001_00015.ppm;53;50;6;5;48;45;26
00001_00016.ppm;54;53;5;6;48;47;26
00001_00017.ppm;56;53;6;5;51;48;26
00001_00018.ppm;58;56;5;6;52;51;26
00001_00019.ppm;60;59;6;6;55;53;26
00001_00020.ppm;62;60;6;6;57;55;26
00001_00021.ppm;64;63;6;6;59;58;26
00001_00022.ppm;69;65;6;6;63;60;26
00001_00023.ppm;73;71;6;7;67;65;26
00001_00024.ppm;77;74;7;7;71;68;26
00001_00025.ppm;83;80;7;8;76;73;26
00001_00026.ppm;88;86;8;7;81;79;26
00001_00027.ppm;95;96;8;9;87;88;26
00001_00028.ppm;104;104;9;9;95;95;26
00001_00029.ppm;111;117;9;10;102;107;26
00002_00000.ppm;33;31;6;6;28;26;26
00002_00001.ppm;33;31;6;6;28;26;26
00002_00002.ppm;33;30;6;6;28;25;26
00002_00003.ppm;34;30;6;6;29;25;26
00002_00004.ppm;32;29;5;5;27;24;26
00002_00005.ppm;32;30;5;5;27;25;26
00002_00006.ppm;34;31;6;5;29;26;26
00002_00007.ppm;35;32;6;6;30;27;26
00002_00008.ppm;37;33;6;6;32;28;26
00002_00009.ppm;36;33;5;6;31;28;26
00002_00010.ppm;37;34;5;6;32;29;26
00002_00011.ppm;36;34;5;6;31;29;26
00002_00012.ppm;37;33;6;5;32;28;26
00002_00013.ppm;37;34;5;6;32;29;26
00002_00014.ppm;37;33;6;5;32;28;26
00002_00015.ppm;37;35;6;5;32;30;26
00002_00016.ppm;37;37;5;6;32;32;26
00002_00017.ppm;40;36;6;5;35;31;26
00002_00018.ppm;40;37;6;6;35;32;26
00002_00019.ppm;40;38;6;6;35;33;26
00002_00020.ppm;41;39;6;6;36;34;26
00002_00021.ppm;41;40;5;6;36;35;26
00002_00022.ppm;43;39;5;5;38;34;26
00002_00023.ppm;45;40;6;5;40;35;26
00002_00024.ppm;45;43;5;6;40;38;26
00002_00025.ppm;48;43;6;6;43;38;26
00002_00026.ppm;49;44;6;6;44;39;26
00002_00027.ppm;48;43;5;5;43;38;26
00002_00028.ppm;50;44;6;6;45;39;26
00002_00029.ppm;52;46;6;5;47;41;26
00003_00000.ppm;29;27;5;5;24;22;26
00003_00001.ppm;33;28;6;5;28;23;26
00003_00002.ppm;33;29;5;5;27;24;26
00003_00003.ppm;33;28;5;5;28;23;26
00003_00004.ppm;33;30;5;5;28;24;26
00003_00005.ppm;34;32;6;6;29;26;26
00003_00006.ppm;34;33;5;6;29;28;26
00003_00007.ppm;35;33;6;6;30;28;26
00003_00008.ppm;36;33;6;5;31;28;26
00003_00009.ppm;37;36;6;6;32;31;26
00003_00010.ppm;38;37;5;6;33;32;26
00003_00011.ppm;39;38;5;6;34;33;26
00003_00012.ppm;42;40;5;6;37;35;26
00003_00013.ppm;44;44;5;6;39;39;26
00003_00014.ppm;48;45;6;5;43;40;26
00003_00015.ppm;48;46;6;6;43;41;26
00003_00016.ppm;50;47;6;5;45;42;26
00003_00017.ppm;52;51;5;6;46;45;26
00003_00018.ppm;55;54;6;6;50;48;26
00003_00019.ppm;59;56;6;5;54;51;26
00003_00020.ppm;62;60;5;6;57;54;26
00003_00021.ppm;68;63;6;6;62;58;26
00003_00022.ppm;73;69;7;7;67;63;26
00003_00023.ppm;78;74;7;7;71;68;26
00003_00024.ppm;87;84;8;8;79;77;26
00003_00025.ppm;97;94;8;8;89;86;26
00003_00026.ppm;109;106;9;9;99;97;26
00003_00027.ppm;122;120;10;11;112;110;26
00003_00028.ppm;143;136;12;12;131;125;26
00003_00029.ppm;167;163;14;14;153;149;26
00004_00000.ppm;35;31;6;5;30;26;26
00004_00001.ppm;37;32;6;5;32;27;26
00004_00002.ppm;38;34;6;6;33;29;26
00004_00003.ppm;39;35;5;6;34;30;26
00004_00004.ppm;39;34;5;5;34;29;26
00004_00005.ppm;39;34;5;5;34;29;26
00004_00006.ppm;39;35;5;5;34;30;26
00004_00007.ppm;41;37;5;5;36;32;26
00004_00008.ppm;43;38;6;5;38;33;26
00004_00009.ppm;44;38;6;5;39;33;26
00004_00010.ppm;45;39;6;5;40;34;26
00004_00011.ppm;46;41;6;6;41;36;26
00004_00012.ppm;47;42;5;5;42;37;26
00004_00013.ppm;48;43;6;6;43;38;26
00004_00014.ppm;48;43;5;5;43;38;26
00004_00015.ppm;50;45;5;5;45;40;26
00004_00016.ppm;53;49;5;6;48;44;26
00004_00017.ppm;55;51;6;6;50;46;26
00004_00018.ppm;57;53;5;6;52;48;26
00004_00019.ppm;62;57;5;5;57;52;26
00004_00020.ppm;63;59;5;5;58;54;26
00004_00021.ppm;73;63;6;5;67;58;26
00004_00022.ppm;74;68;6;7;68;62;26
00004_00023.ppm;76;69;7;7;70;63;26
00004_00024.ppm;81;73;7;7;74;67;26
00004_00025.ppm;94;85;8;7;86;78;26
00004_00026.ppm;100;87;8;7;92;80;26
00004_00027.ppm;115;96;10;8;105;88;26
00004_00028.ppm;128;112;12;10;117;103;26
00004_00029.ppm;143;119;13;11;131;109;26
00005_00000.ppm;36;35;5;6;31;30;26
00005_00001.ppm;37;35;5;6;32;30;26
00005_00002.ppm;38;34;6;6;33;29;26
00005_00003.ppm;37;35;5;6;32;30;26
00005_00004.ppm;39;36;6;6;34;31;26
00005_00005.ppm;39;36;6;5;34;31;26
00005_00006.ppm;40;37;5;5;35;32;26
00005_00007.ppm;40;36;6;5;35;31;26
00005_00008.ppm;40;38;5;6;35;33;26
00005_00009.ppm;42;38;6;5;37;33;26
00005_00010.ppm;42;38;6;5;37;33;26
00005_00011.ppm;43;39;6;5;38;34;26
00005_00012.ppm;44;40;6;6;39;35;26
00005_00013.ppm;43;40;5;5;38;35;26
00005_00014.ppm;45;40;5;5;40;35;26
00005_00015.ppm;47;42;6;6;42;37;26
00005_00016.ppm;48;42;6;5;43;37;26
00005_00017.ppm;48;43;5;5;43;38;26
00005_00018.ppm;50;45;5;6;45;40;26
00005_00019.ppm;50;44;5;5;45;39;26
00005_00020.ppm;51;45;5;5;46;40;26
00005_00021.ppm;55;49;6;6;50;44;26
00005_00022.ppm;55;50;5;5;50;45;26
00005_00023.ppm;57;51;6;5;52;46;26
00005_00024.ppm;60;52;6;5;55;47;26
00005_00025.ppm;61;54;6;5;56;49;26
00005_00026.ppm;63;56;5;5;58;51;26
00005_00027.ppm;63;56;5;6;58;51;26
00005_00028.ppm;69;60;6;6;63;55;26
00005_00029.ppm;72;62;6;5;66;57;26
00006_00000.ppm;31;30;5;6;26;25;26
00006_00001.ppm;31;30;5;6;26;25;26
00006_00002.ppm;32;30;5;6;26;25;26
00006_00003.ppm;33;30;6;6;28;25;26
00006_00004.ppm;33;31;6;6;28;26;26
00006_00005.ppm;34;32;5;6;29;27;26
00006_00006.ppm;34;32;5;6;29;26;26
00006_00007.ppm;34;30;5;5;29;25;26
00006_00008.ppm;35;33;5;6;30;28;26
00006_00009.ppm;36;33;5;5;31;28;26
00006_00010.ppm;37;35;5;6;32;30;26
00006_00011.ppm;38;36;5;6;33;31;26
00006_00012.ppm;39;35;5;5;34;30;26
00006_00013.ppm;40;37;5;5;34;32;26
