Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00000_00000.ppm;37;37;6;5;32;32;10
00000_00001.ppm;35;37;5;6;30;32;10
00000_00002.ppm;36;36;6;5;31;31;10
00000_00003.ppm;37;39;5;6;32;34;10
00000_00004.ppm;38;37;6;5;33;32;10
00000_00005.ppm;38;39;5;6;33;34;10
00000_00006.ppm;40;41;6;6;35;36;10
00000_00007.ppm;39;40;6;5;34;35;10
00000_00008.ppm;39;39;5;5;34;34;10
00000_00009.ppm;40;41;5;6;35;36;10
00000_00010.ppm;41;42;5;6;36;37;10
00000_00011.ppm;42;43;5;6;37;38;10
00000_00012.ppm;43;43;6;6;38;38;10
00000_00013.ppm;42;43;5;6;37;38;10
00000_00014.ppm;43;43;5;5;38;38;10
00000_00015.ppm;44;46;5;6;39;41;10
00000_00016.ppm;45;46;6;6;40;41;10
00000_00017.ppm;45;46;5;5;40;41;10
00000_00018.ppm;47;47;6;5;42;42;10
00000_00019.ppm;47;48;5;6;42;43;10
00000_00020.ppm;49;50;5;6;44;45;10
00000_00021.ppm;50;51;6;6;45;46;10
00000_00022.ppm;50;52;5;6;45;47;10
00000_00023.ppm;51;53;5;5;46;48;10
00000_00024.ppm;53;55;6;6;48;50;10
00000_00025.ppm;52;55;5;6;47;50;10
00000_00026.ppm;53;56;5;6;48;51;10
00000_00027.ppm;55;56;6;5;50;51;10
00000_00028.ppm;58;62;6;6;53;57;10
00000_00029.ppm;59;63;6;6;54;58;10
00001_00000.ppm;29;27;5;6;23;21;10
00001_00001.ppm;29;27;5;6;24;22;10
00001_00002.ppm;29;26;5;5;23;21;10
00001_00003.ppm;29;27;5;6;23;22;10
00001_00004.ppm;29;27;6;5;24;21;10
00001_00005.ppm;31;28;6;5;26;23;10
00001_00006.ppm;32;29;6;5;26;23;10
00001_00007.ppm;33;30;6;6;27;25;10
00001_00008.ppm;34;31;6;5;28;25;10
00001_00009.ppm;34;33;5;6;29;28;10
