Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00000_00000.ppm;26;26;6;6;21;21;18
00000_00001.ppm;27;27;5;6;21;22;18
00000_00002.ppm;27;27;5;6;22;22;18
00000_00003.ppm;27;27;5;6;22;22;18
00000_00004.ppm;27;27;5;6;22;22;18
00000_00005.ppm;27;27;5;6;22;22;18
00000_00006.ppm;28;26;5;5;23;21;18
00000_00007.ppm;30;28;6;6;25;23;18
00000_00008.ppm;29;28;5;6;24;23;18
00000_00009.ppm;31;27;6;5;25;22;18
00000_00010.ppm;28;26;5;5;23;21;18
00000_00011.ppm;28;27;5;6;23;22;18
00000_00012.ppm;29;27;6;5;24;22;18
00000_00013.ppm;29;28;5;6;24;23;18
00000_00014.ppm;29;27;5;6;24;22;18
00000_00015.ppm;30;27;5;5;25;22;18
00000_00016.ppm;30;28;5;5;25;23;18
00000_00017.ppm;30;29;5;6;25;23;18
00000_00018.ppm;31;28;5;5;26;23;18
00000_00019.ppm;32;28;5;5;26;23;18
00000_00020.ppm;33;29;6;6;28;24;18
00000_00021.ppm;31;29;5;6;26;23;18
00000_00022.ppm;31;29;6;6;26;24;18
00000_00023.ppm;30;29;5;6;25;24;18
00000_00024.ppm;30;29;5;6;25;24;18
00000_00025.ppm;31;28;6;5;26;23;18
00000_00026.ppm;31;30;6;6;26;24;18
00000_00027.ppm;31;29;6;6;26;24;18
00000_00028.ppm;31;29;6;5;26;23;18
00000_00029.ppm;30;31;5;6;25;25;18
00001_00000.ppm;44;42;5;6;39;37;18
00001_00001.ppm;45;41;5;5;39;35;18
00001_00002.ppm;46;41;5;5;41;36;18
00001_00003.ppm;47;42;6;5;42;36;18
00001_00004.ppm;48;43;6;6;43;38;18
00001_00005.ppm;47;44;5;6;42;39;18
00001_00006.ppm;49;46;6;6;44;40;18
00001_00007.ppm;50;47;5;6;45;42;18
00001_00008.ppm;50;48;5;6;45;42;18
00001_00009.ppm;51;47;5;5;46;42;18
00001_00010.ppm;53;50;6;6;48;44;18
00001_00011.ppm;54;50;5;6;49;45;18
00001_00012.ppm;54;51;5;5;49;46;18
00001_00013.ppm;57;54;6;6;52;49;18
00001_00014.ppm;58;56;6;6;53;51;18
00001_00015.ppm;60;54;6;6;55;49;18
00001_00016.ppm;60;57;5;6;55;52;18
00001_00017.ppm;61;56;5;6;56;51;18
00001_00018.ppm;64;60;5;6;58;54;18
00001_00019.ppm;68;60;6;5;61;54;18
00001_00020.ppm;70;62;6;6;64;57;18
00001_00021.ppm;72;63;6;5;66;58;18
00001_00022.ppm;72;65;6;5;66;59;18
00001_00023.ppm;76;69;7;7;70;63;18
00001_00024.ppm;82;72;8;6;74;65;18
00001_00025.ppm;83;75;7;7;76;69;18
00001_00026.ppm;87;78;8;7;80;71;18
00001_00027.ppm;90;82;8;8;82;74;18
00001_00028.ppm;96;86;9;8;87;78;18
00001_00029.ppm;99;92;8;8;91;83;18
00002_00000.ppm;36;33;6;6;31;28;18
00002_00001.ppm;36;33;6;5;31;27;18
00002_00002.ppm;36;35;5;6;30;29;18
00002_00003.ppm;37;35;5;6;31;30;18
00002_00004.ppm;37;36;5;6;32;31;18
00002_00005.ppm;38;38;5;6;33;32;18
00002_00006.ppm;40;37;6;5;35;32;18
00002_00007.ppm;39;36;5;5;34;31;18
00002_00008.ppm;39;38;5;5;34;33;18
00002_00009.ppm;41;39;5;5;36;34;18
00002_00010.ppm;43;40;5;6;38;35;18
00002_00011.ppm;43;41;5;6;38;35;18
00002_00012.ppm;43;42;5;6;38;37;18
00002_00013.ppm;46;42;6;5;41;36;18
00002_00014.ppm;47;44;6;6;41;38;18
00002_00015.ppm;49;45;6;6;43;40;18
