Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00000_00000.ppm;27;27;6;6;22;22;32
00000_00001.ppm;28;28;6;6;23;23;32
00000_00002.ppm;28;27;6;5;23;22;32
00000_00003.ppm;27;27;5;5;22;22;32
00000_00004.ppm;27;27;5;5;22;22;32
00000_00005.ppm;28;29;5;6;23;24;32
00000_00006.ppm;28;29;5;6;23;24;32
00000_00007.ppm;30;30;6;5;25;25;32
00000_00008.ppm;29;30;5;5;24;25;32
00000_00009.ppm;29;30;5;5;24;25;32
00000_00010.ppm;31;31;5;5;26;26;32
00000_00011.ppm;32;33;5;6;27;28;32
00000_00012.ppm;33;34;5;6;28;29;32
00000_00013.ppm;34;35;5;6;29;30;32
00000_00014.ppm;35;35;5;5;30;30;32
00000_00015.ppm;36;37;5;6;31;32;32
00000_00016.ppm;38;38;5;5;33;33;32
00000_00017.ppm;39;39;5;5;34;34;32
00000_00018.ppm;40;40;5;5;35;35;32
00000_00019.ppm;44;44;6;6;39;39;32
00000_00020.ppm;44;45;5;6;39;40;32
00000_00021.ppm;48;48;5;5;43;43;32
00000_00022.ppm;52;50;5;5;47;45;32
00000_00023.ppm;58;56;6;6;53;51;32
00000_00024.ppm;64;62;6;5;59;57;32
00000_00025.ppm;71;70;6;6;65;64;32
00000_00026.ppm;83;82;8;7;76;75;32
00000_00027.ppm;92;92;8;9;84;84;32
00000_00028.ppm;112;109;9;10;103;100;32
00000_00029.ppm;135;133;11;12;124;122;32
00001_00000.ppm;28;28;6;6;23;23;32
00001_00001.ppm;28;27;6;5;23;22;32
00001_00002.ppm;28;28;6;6;23;23;32
00001_00003.ppm;27;27;5;5;22;22;32
00001_00004.ppm;27;28;5;6;22;23;32
00001_00005.ppm;30;30;6;6;25;25;32
00001_00006.ppm;31;29;6;5;25;24;32
00001_00007.ppm;30;31;5;6;25;26;32
00001_00008.ppm;32;30;6;5;26;25;32
00001_00009.ppm;32;32;6;6;27;27;32
00001_00010.ppm;33;31;6;5;28;26;32
00001_00011.ppm;33;33;5;6;28;28;32
00001_00012.ppm;33;33;5;5;28;27;32
00001_00013.ppm;34;33;5;5;29;28;32
00001_00014.ppm;35;34;6;5;30;28;32
00001_00015.ppm;35;35;5;6;30;30;32
00001_00016.ppm;37;35;6;5;32;30;32
00001_00017.ppm;37;35;6;5;32;30;32
00001_00018.ppm;38;36;6;5;33;31;32
00001_00019.ppm;39;37;6;5;34;32;32
00001_00020.ppm;41;39;6;5;36;34;32
00001_00021.ppm;42;40;6;5;37;35;32
00001_00022.ppm;43;42;6;6;38;37;32
00001_00023.ppm;45;43;6;6;40;38;32
00001_00024.ppm;47;44;6;5;42;39;32
00001_00025.ppm;50;48;5;5;45;43;32
00001_00026.ppm;53;50;6;5;48;45;32
00001_00027.ppm;56;54;5;5;51;49;32
00001_00028.ppm;59;57;6;6;54;52;32
00001_00029.ppm;61;58;6;5;56;53;32
00002_00000.ppm;28;29;5;6;23;24;32
00002_00001.ppm;29;28;6;5;24;23;32
00002_00002.ppm;30;31;6;6;25;25;32
00002_00003.ppm;30;30;5;5;25;25;32
00002_00004.ppm;32;31;6;6;26;26;32
00002_00005.ppm;32;31;6;5;27;26;32
00002_00006.ppm;33;32;6;5;28;27;32
00002_00007.ppm;33;33;6;6;28;28;32
00002_00008.ppm;34;33;6;5;29;28;32
00002_00009.ppm;35;35;6;6;29;29;32
00002_00010.ppm;35;36;6;6;30;30;32
00002_00011.ppm;35;35;5;5;30;30;32
00002_00012.ppm;35;36;5;6;30;31;32
00002_00013.ppm;38;37;6;5;32;31;32
00002_00014.ppm;38;40;5;6;33;34;32
00002_00015.ppm;40;40;6;6;35;35;32
00002_00016.ppm;41;41;6;6;36;36;32
00002_00017.ppm;43;42;5;5;38;37;32
00002_00018.ppm;44;44;5;6;39;39;32
00002_00019.ppm;46;45;6;6;41;40;32
00002_00020.ppm;47;45;5;5;42;40;32
00002_00021.ppm;52;49;6;5;47;44;32
00002_00022.ppm;53;52;5;6;48;47;32
00002_00023.ppm;55;53;5;5;50;48;32
00002_00024.ppm;58;57;6;6;53;51;32
00002_00025.ppm;64;60;6;5;59;55;32
00002_00026.ppm;72;67;7;6;66;61;32
00002_00027.ppm;75;71;7;7;69;65;32
00002_00028.ppm;79;74;7;7;72;68;32
