Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00000_00000.ppm;26;31;6;5;21;25;34
00000_00001.ppm;26;31;5;5;21;26;34
00000_00002.ppm;27;31;5;5;22;26;34
00000_00003.ppm;27;33;5;6;22;28;34
00000_00004.ppm;28;34;5;5;23;29;34
00000_00005.ppm;29;36;6;5;24;31;34
00000_00006.ppm;32;37;6;5;27;31;34
00000_00007.ppm;33;38;6;5;27;33;34
00000_00008.ppm;34;40;6;6;29;35;34
00000_00009.ppm;35;42;5;6;29;36;34
00000_00010.ppm;37;43;5;5;31;38;34
00000_00011.ppm;39;45;6;5;34;40;34
00000_00012.ppm;40;47;5;6;34;42;34
00000_00013.ppm;40;47;5;5;35;42;34
00000_00014.ppm;46;51;5;5;41;46;34
00000_00015.ppm;48;53;6;6;43;48;34
00000_00016.ppm;49;55;6;6;44;50;34
00000_00017.ppm;50;56;6;5;45;51;34
00000_00018.ppm;50;58;5;6;45;53;34
00000_00019.ppm;52;58;5;5;47;53;34
00000_00020.ppm;55;63;5;6;50;58;34
00000_00021.ppm;55;64;5;5;50;59;34
00000_00022.ppm;58;68;6;6;52;62;34
00000_00023.ppm;59;70;5;6;54;64;34
00000_00024.ppm;64;74;6;6;59;67;34
00000_00025.ppm;64;77;5;7;59;71;34
00000_00026.ppm;69;81;7;8;63;74;34
00000_00027.ppm;70;83;6;7;64;76;34
00000_00028.ppm;70;84;6;8;64;76;34
00000_00029.ppm;71;85;7;7;65;78;34
00001_00000.ppm;28;27;5;5;23;22;34
00001_00001.ppm;28;29;5;6;23;24;34
00001_00002.ppm;28;29;5;5;23;24;34
00001_00003.ppm;29;29;5;5;24;24;34
00001_00004.ppm;30;31;5;6;25;25;34
00001_00005.ppm;31;30;5;5;26;25;34
00001_00006.ppm;31;31;5;6;26;26;34
00001_00007.ppm;34;31;6;5;28;26;34
00001_00008.ppm;34;31;6;5;29;26;34
00001_00009.ppm;33;32;5;5;28;26;34
00001_00010.ppm;33;33;5;6;28;28;34
00001_00011.ppm;33;34;5;6;28;29;34
00001_00012.ppm;35;35;6;6;30;30;34
00001_00013.ppm;35;35;6;5;30;30;34
00001_00014.ppm;36;36;6;6;31;31;34
00001_00015.ppm;36;37;5;5;31;32;34
00001_00016.ppm;36;36;6;5;31;31;34
00001_00017.ppm;36;38;6;6;31;33;34
00001_00018.ppm;38;38;5;5;33;33;34
00001_00019.ppm;40;39;6;5;35;34;34
00001_00020.ppm;39;40;5;6;34;35;34
00001_00021.ppm;40;39;6;5;35;34;34
00001_00022.ppm;41;40;5;5;36;35;34
00001_00023.ppm;41;40;5;5;36;35;34
00001_00024.ppm;42;43;6;6;37;38;34
00001_00025.ppm;43;43;5;6;38;38;34
00001_00026.ppm;46;46;6;6;41;41;34
00001_00027.ppm;46;46;6;6;41;41;34
00001_00028.ppm;49;46;6;6;44;41;34
00001_00029.ppm;50;46;6;5;45;41;34
00002_00000.ppm;29;27;6;5;24;22;34
00002_00001.ppm;29;28;5;6;23;23;34
00002_00002.ppm;30;28;5;5;24;23;34
00002_00003.ppm;30;29;5;5;25;24;34
00002_00004.ppm;31;29;6;5;26;24;34
00002_00005.ppm;31;30;6;6;26;25;34
00002_00006.ppm;31;30;6;5;26;24;34
00002_00007.ppm;31;31;5;6;26;26;34
00002_00008.ppm;32;30;5;5;26;25;34
00002_00009.ppm;33;31;5;5;27;26;34
00002_00010.ppm;34;33;5;6;28;28;34
00002_00011.ppm;35;34;6;5;30;28;34
00002_00012.ppm;37;35;6;6;31;30;34
00002_00013.ppm;37;37;5;6;31;31;34
00002_00014.ppm;39;37;6;5;34;32;34
00002_00015.ppm;39;39;5;6;34;34;34
00002_00016.ppm;40;40;5;6;35;35;34
00002_00017.ppm;42;40;5;5;37;35;34
00002_00018.ppm;46;44;6;6;41;38;34
00002_00019.ppm;48;46;5;6;43;41;34
00002_00020.ppm;51;48;6;6;46;43;34
