Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00000_00000.ppm;27;28;5;6;22;23;42
00000_00001.ppm;29;27;6;5;23;22;42
00000_00002.ppm;29;29;6;6;24;24;42
00000_00003.ppm;28;29;5;6;23;24;42
00000_00004.ppm;31;29;5;5;25;24;42
00000_00005.ppm;30;30;5;5;24;24;42
00000_00006.ppm;32;32;6;6;26;26;42
00000_00007.ppm;33;33;6;6;28;28;42
00000_00008.ppm;34;34;5;5;29;29;42
00000_00009.ppm;34;35;5;6;29;30;42
00000_00010.ppm;36;35;6;5;31;30;42
00000_00011.ppm;36;37;5;6;30;32;42
00000_00012.ppm;36;37;5;5;31;32;42
00000_00013.ppm;38;39;5;5;32;33;42
00000_00014.ppm;39;39;5;5;33;34;42
00000_00015.ppm;40;43;5;6;35;37;42
00000_00016.ppm;41;43;5;5;36;37;42
00000_00017.ppm;43;45;5;6;37;39;42
00000_00018.ppm;43;44;5;5;38;39;42
00000_00019.ppm;45;46;5;5;39;40;42
00000_00020.ppm;47;49;6;6;42;43;42
00000_00021.ppm;50;50;6;5;44;44;42
00000_00022.ppm;51;52;6;6;45;46;42
00000_00023.ppm;52;53;6;6;47;48;42
00000_00024.ppm;53;54;5;5;48;49;42
00000_00025.ppm;56;56;6;5;51;51;42
00000_00026.ppm;59;60;6;6;54;55;42
00000_00027.ppm;61;62;6;5;56;56;42
00000_00028.ppm;64;64;6;5;59;59;42
00000_00029.ppm;70;72;6;7;63;66;42
00001_00000.ppm;28;29;5;6;23;24;42
00001_00001.ppm;28;29;5;6;23;24;42
00001_00002.ppm;29;29;5;5;24;24;42
00001_00003.ppm;29;29;5;5;24;24;42
00001_00004.ppm;29;29;5;5;24;24;42
00001_00005.ppm;29;29;5;5;24;24;42
00001_00006.ppm;29;29;5;5;24;24;42
00001_00007.ppm;31;31;5;5;26;26;42
00001_00008.ppm;31;30;6;5;26;25;42
00001_00009.ppm;33;32;6;5;28;27;42
00001_00010.ppm;34;36;5;6;29;31;42
00001_00011.ppm;35;37;5;6;30;32;42
00001_00012.ppm;37;37;6;5;32;32;42
00001_00013.ppm;38;38;6;5;33;33;42
00001_00014.ppm;37;39;5;6;32;34;42
00001_00015.ppm;39;40;6;6;34;35;42
00001_00016.ppm;40;40;5;5;35;35;42
00001_00017.ppm;42;41;6;5;37;36;42
00001_00018.ppm;45;46;5;5;40;41;42
00001_00019.ppm;47;49;5;6;42;44;42
00001_00020.ppm;48;49;5;6;43;44;42
00001_00021.ppm;52;52;6;6;47;47;42
00001_00022.ppm;56;56;6;6;51;51;42
00001_00023.ppm;61;60;6;6;56;55;42
00001_00024.ppm;69;68;7;7;63;62;42
00001_00025.ppm;72;69;7;6;66;63;42
00001_00026.ppm;80;75;7;6;73;69;42
00001_00027.ppm;87;85;7;8;80;78;42
00001_00028.ppm;105;99;10;9;96;91;42
00001_00029.ppm;124;118;11;10;114;108;42
00002_00000.ppm;28;29;5;6;23;24;42
00002_00001.ppm;29;30;5;6;24;25;42
00002_00002.ppm;29;29;6;6;24;24;42
00002_00003.ppm;29;29;6;6;24;24;42
00002_00004.ppm;30;30;6;6;24;24;42
00002_00005.ppm;30;30;6;6;25;25;42
00002_00006.ppm;30;29;6;5;25;24;42
00002_00007.ppm;29;30;5;6;24;25;42
00002_00008.ppm;31;31;6;6;25;25;42
00002_00009.ppm;31;31;6;6;26;26;42
00002_00010.ppm;31;32;6;6;26;26;42
00002_00011.ppm;33;33;6;6;27;27;42
00002_00012.ppm;34;33;6;5;28;27;42
00002_00013.ppm;34;35;6;6;29;29;42
00002_00014.ppm;34;35;5;5;29;29;42
00002_00015.ppm;36;37;6;6;31;31;42
00002_00016.ppm;37;37;6;6;32;32;42
00002_00017.ppm;37;36;6;5;32;31;42
00002_00018.ppm;37;37;5;5;32;32;42
00002_00019.ppm;39;39;6;6;34;34;42
00002_00020.ppm;38;38;5;5;33;33;42
00002_00021.ppm;40;40;6;6;35;35;42
00002_00022.ppm;39;39;5;5;34;34;42
00002_00023.ppm;39;41;5;6;34;36;42
00002_00024.ppm;40;43;5;6;35;38;42
00002_00025.ppm;42;44;5;5;37;39;42
00002_00026.ppm;45;47;6;6;40;42;42
00002_00027.ppm;46;47;5;5;41;42;42
00002_00028.ppm;49;49;6;5;44;44;42
00002_00029.ppm;51;52;6;6;46;47;42
00003_00000.ppm;26;26;5;6;21;21;42
00003_00001.ppm;26;27;5;6;21;22;42
00003_00002.ppm;29;27;6;6;23;22;42
00003_00003.ppm;29;27;6;6;24;22;42
00003_00004.ppm;29;28;5;6;24;23;42
00003_00005.ppm;29;29;6;5;24;23;42
00003_00006.ppm;30;30;6;5;24;24;42
00003_00007.ppm;29;31;5;5;24;26;42
00003_00008.ppm;31;32;5;5;26;27;42
00003_00009.ppm;31;32;5;5;26;26;42
00003_00010.ppm;32;33;5;6;27;28;42
00003_00011.ppm;33;33;6;6;28;28;42
00003_00012.ppm;33;34;5;6;28;29;42
00003_00013.ppm;34;35;5;6;28;30;42
00003_00014.ppm;36;36;6;5;31;31;42
00003_00015.ppm;36;36;5;5;30;31;42
00003_00016.ppm;38;38;6;6;33;33;42
00003_00017.ppm;40;40;6;6;34;34;42
00003_00018.ppm;41;40;5;5;35;35;42
00003_00019.ppm;43;43;5;5;38;38;42
00003_00020.ppm;45;46;5;6;40;41;42
00003_00021.ppm;47;47;6;5;42;41;42
00003_00022.ppm;49;49;6;6;44;44;42
00003_00023.ppm;51;51;6;5;46;45;42
00003_00024.ppm;55;54;6;5;50;49;42
00003_00025.ppm;56;56;6;5;51;51;42
00003_00026.ppm;58;59;5;5;53;54;42
00003_00027.ppm;63;67;6;6;58;61;42
00003_00028.ppm;68;71;6;6;62;65;42
00003_00029.ppm;74;80;7;7;68;73;42
00004_00000.ppm;31;31;5;5;26;26;42
00004_00001.ppm;32;31;6;5;27;26;42
00004_00002.ppm;33;32;6;5;28;27;42
00004_00003.ppm;33;33;5;5;28;28;42
00004_00004.ppm;34;34;6;6;29;29;42
00004_00005.ppm;34;33;6;5;29;28;42
00004_00006.ppm;34;33;5;5;28;28;42
00004_00007.ppm;34;34;5;5;29;29;42
00004_00008.ppm;34;35;5;6;29;30;42
00004_00009.ppm;36;35;6;5;31;30;42
00004_00010.ppm;37;37;6;6;32;32;42
00004_00011.ppm;38;38;6;6;33;33;42
00004_00012.ppm;37;38;5;6;32;33;42
00004_00013.ppm;39;40;5;6;34;35;42
00004_00014.ppm;40;39;5;5;34;34;42
00004_00015.ppm;41;41;5;5;36;36;42
00004_00016.ppm;44;44;6;6;39;39;42
00004_00017.ppm;45;44;6;5;40;39;42
00004_00018.ppm;46;46;5;6;41;41;42
00004_00019.ppm;48;47;6;6;43;42;42
00004_00020.ppm;50;50;5;6;45;45;42
00004_00021.ppm;52;52;5;6;47;47;42
00004_00022.ppm;55;54;5;5;50;49;42
00004_00023.ppm;58;56;6;6;52;51;42
00004_00024.ppm;60;59;5;5;55;54;42
00004_00025.ppm;64;61;6;5;59;56;42
00004_00026.ppm;67;65;6;6;61;60;42
00004_00027.ppm;71;69;7;6;65;63;42
00004_00028.ppm;75;74;7;7;69;68;42
00004_00029.ppm;80;76;7;6;73;70;42
00005_00000.ppm;26;25;5;5;20;20;42
00005_00001.ppm;27;25;5;5;21;20;42
00005_00002.ppm;27;27;5;5;21;21;42
00005_00003.ppm;27;26;5;5;22;21;42
00005_00004.ppm;29;28;6;6;23;23;42
00005_00005.ppm;29;28;6;5;23;22;42
00005_00006.ppm;29;28;6;5;24;23;42
00005_00007.ppm;29;30;5;6;23;24;42
00005_00008.ppm;31;31;6;6;25;25;42
00005_00009.ppm;30;30;5;6;24;25;42
00005_00010.ppm;29;29;5;5;24;24;42
00005_00011.ppm;31;31;6;6;26;26;42
00005_00012.ppm;32;32;5;5;26;26;42
00005_00013.ppm;32;33;5;5;27;27;42
00005_00014.ppm;32;33;5;5;27;27;42
00005_00015.ppm;34;31;6;5;29;26;42
00005_00016.ppm;35;34;6;6;29;28;42
00005_00017.ppm;35;34;5;5;29;28;42
00005_00018.ppm;37;36;6;6;31;30;42
00005_00019.ppm;37;36;5;5;32;31;42
00005_00020.ppm;39;37;5;5;33;31;42
00005_00021.ppm;40;38;5;6;35;33;42
00005_00022.ppm;42;40;5;6;37;35;42
00005_00023.ppm;45;42;5;5;40;37;42
00005_00024.ppm;49;46;6;6;43;40;42
00005_00025.ppm;49;49;6;6;44;44;42
00005_00026.ppm;53;51;6;5;47;46;42
00005_00027.ppm;54;54;6;6;49;49;42
00005_00028.ppm;60;56;5;6;54;51;42
00005_00029.ppm;62;59;6;5;56;54;42
00006_00000.ppm;28;29;5;6;23;24;42
00006_00001.ppm;30;31;5;6;25;26;42
00006_00002.ppm;31;30;6;5;26;25;42
00006_00003.ppm;31;30;6;5;26;25;42
00006_00004.ppm;30;29;6;5;25;24;42
00006_00005.ppm;30;31;5;6;25;26;42
00006_00006.ppm;32;32;6;6;27;27;42
00006_00007.ppm;33;32;6;5;28;27;42
00006_00008.ppm;33;34;5;6;28;29;42
00006_00009.ppm;33;34;5;6;28;29;42
00006_00010.ppm;33;33;5;5;28;28;42
00006_00011.ppm;36;37;5;6;31;32;42
00006_00012.ppm;36;37;5;6;31;32;42
00006_00013.ppm;36;37;5;6;31;32;42
00006_00014.ppm;37;37;6;6;32;32;42
00006_00015.ppm;37;37;5;5;32;32;42
00006_00016.ppm;37;36;6;5;32;31;42
00006_00017.ppm;37;38;5;6;32;33;42
00006_00018.ppm;38;38;5;5;33;33;42
00006_00019.ppm;40;40;6;6;35;35;42
00006_00020.ppm;42;41;6;5;37;36;42
00006_00021.ppm;46;46;6;6;41;41;42
00006_00022.ppm;44;44;5;5;39;39;42
00006_00023.ppm;46;46;5;5;41;41;42
00006_00024.ppm;50;50;5;5;45;45;42
00006_00025.ppm;52;52;5;5;47;47;42
00006_00026.ppm;54;53;6;5;49;48;42
00006_00027.ppm;57;58;5;6;52;53;42
00006_00028.ppm;59;59;5;5;54;54;42
00006_00029.ppm;59;62;5;5;54;57;42
00007_00000.ppm;27;28;5;6;22;23;42
00007_00001.ppm;28;27;6;5;23;22;42
00007_00002.ppm;28;29;5;5;23;24;42
00007_00003.ppm;31;31;6;5;26;26;42
00007_00004.ppm;30;32;5;6;25;27;42
