Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00000_00000.ppm;32;26;6;5;27;21;30
00000_00001.ppm;32;26;6;5;27;21;30
00000_00002.ppm;31;25;5;5;26;20;30
00000_00003.ppm;33;26;5;5;28;21;30
00000_00004.ppm;34;28;5;5;29;23;30
00000_00005.ppm;32;28;5;5;27;23;30
00000_00006.ppm;33;29;6;5;28;24;30
00000_00007.ppm;34;32;5;5;29;27;30
00000_00008.ppm;34;32;6;5;29;27;30
00000_00009.ppm;38;36;6;5;33;31;30
00000_00010.ppm;38;36;6;5;33;31;30
00000_00011.ppm;44;39;6;5;39;34;30
00000_00012.ppm;46;37;6;5;41;32;30
00000_00013.ppm;45;37;6;5;40;32;30
00000_00014.ppm;49;40;5;5;44;35;30
00000_00015.ppm;50;43;6;6;45;38;30
00000_00016.ppm;49;44;5;5;44;39;30
00000_00017.ppm;51;46;5;6;46;41;30
00000_00018.ppm;50;47;5;6;45;42;30
00000_00019.ppm;54;48;6;5;49;43;30
00000_00020.ppm;62;55;6;6;57;50;30
00000_00021.ppm;69;59;6;6;63;54;30
00000_00022.ppm;76;64;7;6;70;59;30
00000_00023.ppm;85;74;7;6;78;68;30
00000_00024.ppm;96;83;9;8;88;76;30
00000_00025.ppm;111;96;10;8;102;88;30
00000_00026.ppm;122;106;10;9;112;97;30
00000_00027.ppm;152;129;14;12;139;118;30
00000_00028.ppm;184;157;15;13;169;144;30
00000_00029.ppm;221;192;19;17;203;176;30
00001_00000.ppm;34;32;5;5;29;27;30
00001_00001.ppm;35;32;5;5;29;27;30
00001_00002.ppm;36;33;6;5;31;27;30
00001_00003.ppm;36;33;5;5;30;28;30
00001_00004.ppm;37;34;6;5;32;28;30
00001_00005.ppm;37;35;5;6;32;30;30
00001_00006.ppm;37;34;5;5;32;29;30
00001_00007.ppm;38;35;6;6;33;30;30
00001_00008.ppm;39;35;6;5;33;30;30
00001_00009.ppm;38;36;5;6;33;31;30
00001_00010.ppm;39;36;6;6;34;31;30
00001_00011.ppm;39;36;6;6;34;31;30
00001_00012.ppm;38;36;5;6;33;31;30
00001_00013.ppm;39;36;5;5;34;31;30
00001_00014.ppm;39;37;5;5;34;32;30
00001_00015.ppm;42;39;6;6;37;34;30
00001_00016.ppm;43;39;5;5;38;34;30
00001_00017.ppm;44;39;6;5;39;34;30
00001_00018.ppm;44;39;6;5;39;34;30
